"ControlNr";"Category";"BBN";"Title";"Description";"ResourceName";"ResourceInstanceName";"CISNumber";"MeasuresCount";"Score";"Timestamp";"RequiredMeasure"
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Viva Pulse Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Viva Pulse Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Windows 365 Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Windows 365 Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Windows 365 Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Windows 365 Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Windows Update Deployment Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Windows Update Deployment Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Windows Update Deployment Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Windows Update Deployment Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Workplace Device Join";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Workplace Device Join";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Workplace Device Join";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Workplace Device Join";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Yammer Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Yammer Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Yammer Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Yammer Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"AADGroup";"AADGroup-Intune-macos-sd-test";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADGroup";"AADGroup-Intune-macos-sd-test";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"8.3";"Technologisch";"1";"Beperking toegang tot informatie";"De toegang tot informatie en andere gerelateerde bedrijfsmiddelen behoort te worden beperkt overeenkomstig het vastgestelde onderwerpspecifieke beleid inzake toegangsbeveiliging.";"AADGroup";"AADGroup-Intune-macos-sd-test";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Er zijn maatregelen genomen die het fysiek en/of logisch isoleren van informatie met specifiek belang waarborgen."
"8.4";"Technologisch";"1";"Toegangsbeveiliging op broncode";"Lees- en schrijftoegang tot broncode, ontwikkelinstrumenten en softwarebibliotheken behoort op passende wijze te worden beheerd.";"AADGroup";"AADGroup-Intune-macos-sd-test";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"AADGroup";"AADGroup-intune-win-dd-test-wallpaper";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADGroup";"AADGroup-intune-win-dd-test-wallpaper";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"8.3";"Technologisch";"1";"Beperking toegang tot informatie";"De toegang tot informatie en andere gerelateerde bedrijfsmiddelen behoort te worden beperkt overeenkomstig het vastgestelde onderwerpspecifieke beleid inzake toegangsbeveiliging.";"AADGroup";"AADGroup-intune-win-dd-test-wallpaper";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Er zijn maatregelen genomen die het fysiek en/of logisch isoleren van informatie met specifiek belang waarborgen."
"8.4";"Technologisch";"1";"Toegangsbeveiliging op broncode";"Lees- en schrijftoegang tot broncode, ontwikkelinstrumenten en softwarebibliotheken behoort op passende wijze te worden beheerd.";"AADGroup";"AADGroup-intune-win-dd-test-wallpaper";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"AADGroup";"AADGroup-Intune-win-dd-all-devices";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADGroup";"AADGroup-Intune-win-dd-all-devices";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"8.3";"Technologisch";"1";"Beperking toegang tot informatie";"De toegang tot informatie en andere gerelateerde bedrijfsmiddelen behoort te worden beperkt overeenkomstig het vastgestelde onderwerpspecifieke beleid inzake toegangsbeveiliging.";"AADGroup";"AADGroup-Intune-win-dd-all-devices";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Er zijn maatregelen genomen die het fysiek en/of logisch isoleren van informatie met specifiek belang waarborgen."
"8.4";"Technologisch";"1";"Toegangsbeveiliging op broncode";"Lees- en schrijftoegang tot broncode, ontwikkelinstrumenten en softwarebibliotheken behoort op passende wijze te worden beheerd.";"AADGroup";"AADGroup-Intune-win-dd-all-devices";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"AADGroup";"AADGroup-Intune-win-sd-test-remediation-scripts";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADGroup";"AADGroup-Intune-win-sd-test-remediation-scripts";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"8.3";"Technologisch";"1";"Beperking toegang tot informatie";"De toegang tot informatie en andere gerelateerde bedrijfsmiddelen behoort te worden beperkt overeenkomstig het vastgestelde onderwerpspecifieke beleid inzake toegangsbeveiliging.";"AADGroup";"AADGroup-Intune-win-sd-test-remediation-scripts";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Er zijn maatregelen genomen die het fysiek en/of logisch isoleren van informatie met specifiek belang waarborgen."
"8.4";"Technologisch";"1";"Toegangsbeveiliging op broncode";"Lees- en schrijftoegang tot broncode, ontwikkelinstrumenten en softwarebibliotheken behoort op passende wijze te worden beheerd.";"AADGroup";"AADGroup-Intune-win-sd-test-remediation-scripts";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.10";"Organisatorisch";"1";"Aanvaard gebruik van informatie en andere gerelateerde bedrijfsmiddelen";"Regels voor het aanvaardbaar gebruik van en procedures voor het omgaan met informatie en andere gerelateerde bedrijfsmiddelen behoren te worden vastgesteld, gedocumenteerd en geïmplementeerd.";"AADGroup";"AADGroup-Modern Workplace Roles - Service Administrator";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Alle medewerkers zijn aantoonbaar gewezen op de gedragsregels voor het gebruik van bedrijfsmiddelen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADGroup";"AADGroup-Modern Workplace Roles - Service Administrator";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"8.3";"Technologisch";"1";"Beperking toegang tot informatie";"De toegang tot informatie en andere gerelateerde bedrijfsmiddelen behoort te worden beperkt overeenkomstig het vastgestelde onderwerpspecifieke beleid inzake toegangsbeveiliging.";"AADGroup";"AADGroup-Modern Workplace Roles - Service Administrator";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Er zijn maatregelen genomen die het fysiek en/of logisch isoleren van informatie met specifiek belang waarborgen."
"8.4";"Technologisch";"1";"Toegangsbeveiliging op broncode";"Lees- en schrijftoegang tot broncode, ontwikkelinstrumenten en softwarebibliotheken behoort op passende wijze te worden beheerd.";"AADGroup";"AADGroup-Modern Workplace Roles - Service Administrator";"CIS-1.2.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
